id,user_id,watched_video_id,watch_time_in_sec
153,7,803,233
154,7,7826,291
155,7,896,162
156,7,1053,161
157,7,9506,182
158,8,1850,132
159,7,3835,115
160,8,5768,72
161,8,7035,174
162,7,3226,12
163,8,8023,47
164,8,5281,120
165,8,8222,101
166,7,8227,283
167,7,1415,238
168,7,5852,99
169,8,2085,47
170,8,5199,140
171,7,8837,289
172,7,1288,264
173,7,9027,3
174,7,6605,149
175,7,8539,112
176,8,6785,202
177,7,7556,103
178,8,5243,35
179,7,4083,129
180,7,3827,237
181,7,9257,142
182,7,352,215
183,8,3442,277
184,7,4068,8
185,8,1808,69
186,7,239,296
187,7,4284,130
188,7,1557,48
189,8,9779,211
190,8,5972,132
191,7,7980,213
192,7,1742,127
193,8,3738,224
194,8,6365,116
195,8,5641,254
196,7,7782,1
197,7,6047,12
198,8,2148,98
199,7,9273,37
200,8,4657,213
201,7,6526,224
202,7,6800,273
203,8,8829,23
204,7,6297,231
205,8,4617,169
206,7,2089,220
207,8,7530,13
208,8,1943,211
209,7,1772,275
210,7,1103,294
211,7,3922,273
212,8,4281,25
213,8,7388,195
214,7,2140,48
215,8,5713,104
216,7,7212,5
217,8,3483,72
218,7,1665,203
219,8,7438,92
220,8,10000,284
221,7,6513,155
222,8,9832,128
223,7,9211,151
224,8,8461,58
225,8,6656,222
226,8,8553,254
227,8,1139,271
228,8,691,27
229,7,1922,259
230,8,2255,44
231,8,6405,145
232,8,3963,69
233,8,2303,16
234,8,9678,239
235,8,4982,249
236,8,8531,96
237,8,7158,252
238,8,3050,280
239,7,5209,135
240,7,3343,269
241,7,5428,245
242,8,7108,89
243,7,8158,280
244,7,4167,84
245,8,876,208
246,7,3127,38
247,8,3855,15
248,7,8907,78
249,8,9244,41
250,8,859,299
251,7,8761,72
252,8,5628,273
253,7,10047,181
254,7,7568,284
255,7,5950,254
256,8,9692,97
257,7,2989,27
258,7,3323,251
259,7,2084,130
260,8,3373,26
261,8,1269,143
262,8,2475,277
263,7,4412,157
264,7,3119,287
265,8,3956,254
266,7,735,201
267,7,7160,82
268,7,8630,47
269,7,8966,263
270,8,6257,2
271,7,5039,86
272,7,2380,91
273,8,2696,277
274,7,8846,58
275,8,4888,44
276,7,415,266
277,8,1467,163
278,8,9213,168
279,8,8806,87
280,8,5946,151
281,8,9810,130
282,7,5945,298
283,7,3551,59
284,7,6204,11
285,8,8402,44
286,8,1733,229
287,8,498,3
288,7,8327,144
289,8,8861,288
290,7,5986,71
291,7,1941,167
292,8,9839,228
293,7,2824,156
294,7,2423,270
295,8,7897,228
296,8,6047,226
297,7,3054,125
298,8,3234,236
299,7,7772,62
300,8,2759,294
301,8,8434,109
302,7,8805,221
303,7,3223,151
304,8,1556,205
305,7,8735,67
306,8,1493,17
307,8,7307,64
308,8,6730,289
309,8,5020,39
310,7,1328,111
311,7,5599,234
312,7,3866,222
313,7,7371,248
314,7,6556,204
315,7,6509,110
316,7,6860,63
317,7,8640,278
318,7,108,218
319,8,6524,168
320,8,9033,113
321,8,3349,80
322,8,1232,241
323,7,774,285
324,7,6300,158
325,7,5184,10
326,8,2075,71
327,7,2366,38
328,8,7738,184
329,8,2316,282
330,8,279,251
331,8,3049,111
332,7,1979,260
333,7,7342,262
334,7,217,72
335,7,9249,36
336,8,3969,137
337,8,8346,22
338,8,7270,240
339,7,2794,277
340,8,1497,278
341,7,1647,54
342,8,9548,174
343,8,8064,110
344,7,5919,104
345,8,1493,107
346,7,837,261
347,8,2185,191
348,8,1226,84
349,8,6891,141
350,8,3478,60
351,7,7759,159
352,7,1218,58
353,7,4753,158
354,7,6475,160
355,8,2672,128
356,7,7439,171
357,7,3686,117
358,7,9354,134
359,7,234,269
360,7,5383,22
361,7,4958,181
362,7,187,40
363,7,1968,26
364,8,3371,82
365,7,8696,165
366,7,1165,283
367,7,6097,216
368,7,308,94
369,7,6367,62
370,7,9432,198
371,8,2273,69
372,8,6864,157
373,8,488,16
374,7,8079,47
375,7,3074,292
376,7,6027,289
377,8,2327,109
378,7,2541,134
379,7,1520,126
380,7,5560,219
381,7,9012,92
382,8,5092,271
383,7,7772,89
384,8,6990,104
385,7,4837,112
386,8,5043,131
387,7,3176,8
388,8,8557,294
389,8,9545,192
390,7,8078,142
391,7,275,192
392,8,8758,81
393,7,319,245
394,7,5330,200
395,7,913,121
396,7,2257,6
397,8,6405,210
398,8,6205,15
399,7,6119,91
400,8,5988,270
401,8,3318,220
402,8,8205,198
403,7,3556,122
404,7,6712,188
405,7,7721,170
406,8,5065,101
407,7,3324,253
408,7,6686,246
409,8,9411,58
410,7,8724,247
411,7,6163,12
412,7,430,172
413,7,5043,79
414,7,4376,141
415,7,2602,173
416,7,851,141
417,7,3654,278
418,7,8838,187
419,8,641,80
420,8,3015,10
421,7,6705,70
422,7,5316,211
423,8,1693,281
424,7,10037,212
425,7,9203,69
426,8,5017,62
427,8,1070,125
428,7,948,137
429,7,5018,210
430,8,234,169
431,7,535,22
432,7,8330,280
433,7,7968,134
434,8,2252,167
435,8,2827,197
436,8,342,4
437,7,6181,135
438,7,4146,90
439,8,6311,124
440,7,8256,162
441,7,188,78
442,7,3894,157
443,7,4752,81
444,8,4679,49
445,8,5067,115
446,7,5340,28
447,7,6781,184
448,8,9950,27
449,8,2912,42
450,8,684,40
451,7,2465,28
452,7,8803,99
453,8,3431,132
454,8,1079,77
455,8,2858,157
456,8,2051,243
457,8,1678,295
458,7,3611,220
459,8,5929,87
460,8,8260,8
461,7,4578,273
462,8,6911,64
463,7,1843,228
464,7,628,25
465,7,3713,281
466,7,3062,53
467,7,9252,168
468,7,9001,225
469,8,2036,299
470,8,6467,233
471,8,3815,255
472,8,5417,143
473,7,806,118
474,8,7022,95
475,8,7851,188
476,7,835,264
477,7,9305,2
478,7,9872,88
479,7,3868,175
480,7,9723,126
481,8,7117,34
482,8,6772,99
483,8,7640,136
484,8,9672,109
485,8,9988,268
486,7,6380,43
487,8,7941,81
488,8,9205,79
489,7,1730,279
490,8,203,286
491,7,1440,278
492,8,5953,13
493,8,1666,246
494,7,5486,106
495,8,9887,5
496,7,685,159
497,8,5065,218
498,8,7038,63
499,7,1627,27
500,7,3262,206
501,8,7177,239
502,8,1326,170
503,8,6679,209
504,7,3485,259
505,7,3119,178
506,7,1271,80
507,8,979,276
508,7,89,124
509,7,8939,299
510,8,7799,131
511,7,1754,203
512,7,6565,272
513,7,7178,130
514,8,5746,232
515,7,5960,1
516,8,1234,23
517,8,610,20
518,7,2812,276
519,7,691,128
520,8,5804,233
521,8,9930,230
522,8,1283,218
523,7,4419,138
524,8,5480,13
525,8,1191,151
526,8,3630,50
527,8,599,250
528,7,4484,44
529,7,3328,66
530,8,483,167
531,7,744,191
532,7,2903,49
533,8,4298,259
534,8,4013,67
535,7,3818,120
536,8,437,61
537,8,5198,254
538,8,719,73
539,7,4373,75
540,8,2284,190
541,8,6540,242
542,7,4918,161
543,8,526,207
544,8,9074,191
545,8,5699,143
546,7,8777,138
547,8,8144,138
548,7,5645,267
549,7,5252,44
550,7,5737,64
551,8,2138,184
552,8,6868,134
553,8,7142,258
554,8,5607,74
555,7,8264,2
556,8,4639,157
557,7,6310,208
558,8,1750,121
559,7,2012,229
560,7,9784,9
561,7,2777,213
562,7,7844,96
563,8,2429,245
564,7,5948,85
565,7,7406,203
566,8,4771,48
567,7,8012,35
568,7,6546,20
569,8,1854,49
570,7,932,131
571,7,5616,294
572,8,6180,77
573,7,5788,113
574,7,9904,117
575,7,2454,11
576,8,6485,231
577,8,3831,279
578,8,7734,282
579,8,2482,107
580,8,9487,181
581,8,3066,239
582,8,88,8
583,8,7456,38
584,8,1559,282
585,7,4578,116
586,7,1298,181
587,7,1300,0
588,8,3010,88
589,8,3977,281
590,7,7024,220
591,7,146,298
592,8,3632,132
593,7,8772,69
594,7,7525,15
595,8,5161,114
596,7,521,168
597,8,6241,61
598,7,2287,15
599,8,7262,144
600,7,4874,265
601,7,5566,69
602,8,9026,217
603,7,917,260
604,7,9286,8
605,8,6365,238
606,8,2056,265
607,7,8007,14
608,7,9143,262
609,8,8405,276
610,7,7232,63
611,8,8849,15
612,8,3644,163
613,7,7455,263
614,8,251,14
615,8,224,269
616,8,2142,276
617,8,2302,94
618,8,4367,73
619,7,8970,214
620,8,394,233
621,7,3279,105
622,8,7374,31
623,8,9512,160
624,7,6451,238
625,8,9933,68
626,8,5498,109
627,7,5108,226
628,8,7939,47
629,7,3168,126
630,7,160,212
631,8,3998,46
632,8,5969,71
633,7,3385,64
634,7,4301,41
635,8,3832,29
636,8,4476,234
637,8,2171,284
638,7,6795,39
639,7,7978,157
640,8,3805,90
641,8,449,34
642,8,2769,100
643,7,6595,175
644,7,8326,147
645,7,9029,228
646,8,7637,51
647,8,235,188
648,8,9986,43
649,7,625,52
650,8,4783,100
651,8,1011,35
652,7,614,36
653,7,7305,73
654,7,2723,225
655,8,4666,45
656,7,4831,262
657,7,6792,89
658,7,3886,174
659,7,1528,294
660,8,7630,254
661,8,9815,41
662,8,3772,164
663,8,5589,250
664,8,3333,251
665,7,5016,39
666,7,2074,226
667,7,5629,269
668,7,2380,165
669,8,419,121
670,7,2412,257
671,8,3680,91
672,7,4795,133
673,8,8222,256
674,7,2494,138
675,7,2298,104
676,7,3917,2
677,8,1419,117
678,7,7138,11
679,7,5661,155
680,7,5776,24
681,7,8402,222
682,8,8220,147
683,8,2086,58
684,8,2965,34
685,7,5444,235
686,7,2361,46
687,8,2557,254
688,7,7026,251
689,8,6459,165
690,8,7447,94
691,8,2555,185
692,7,487,261
693,7,4306,194
694,7,6228,226
695,8,9266,55
696,8,7995,58
697,8,7781,240
698,7,4424,274
699,7,9439,136
700,8,8872,86
701,8,3016,207
702,7,1969,85
703,8,8144,84
704,7,5411,194
705,7,1976,214
706,7,4846,271
707,8,3701,259
708,7,1610,53
709,8,10044,15
710,7,1388,260
711,8,1956,288
712,7,6016,66
713,7,9465,86
714,8,2867,44
715,8,9781,44
716,7,8800,56
717,7,863,160
718,8,4616,16
719,8,4566,226
720,8,8297,133
721,8,3708,195
722,8,6954,146
723,8,4863,187
724,7,1275,194
725,7,4481,156
726,8,4253,270
727,7,8966,64
728,7,3437,253
729,7,433,29
730,7,6096,261
731,7,5150,218
732,7,4421,78
733,8,2976,285
734,8,311,168
735,7,8503,156
736,8,9809,251
737,7,8481,224
738,7,1860,108
739,7,3455,226
740,8,4333,150
741,7,1627,209
742,8,7803,229
743,8,7782,260
744,7,4638,225
745,7,2930,128
746,8,459,22
747,7,8145,236
748,8,5915,108
749,8,3342,92
750,7,3952,181
751,7,2584,61
752,7,8512,253
753,8,6825,244
754,8,5646,177
755,8,2392,280
756,7,5157,289
757,8,1628,284
758,8,4275,159
759,8,634,265
760,7,9239,0
761,8,7167,45
762,7,642,131
763,8,6500,198
764,7,3464,236
765,8,3185,226
766,7,8084,245
767,8,9582,123
768,7,9352,275
769,7,631,255
770,8,7641,268
771,8,6968,194
772,7,8998,20
773,8,8730,74
774,7,3713,198
775,7,2656,5
776,8,4524,208
777,8,3377,44
778,7,7093,159
779,7,6907,167
780,7,2310,72
781,8,1077,258
782,7,4188,107
783,8,7706,256
784,8,8401,117
785,8,5672,26
786,8,5634,283
787,7,7813,37
788,7,4451,237
789,7,3223,32
790,7,4961,18
791,7,5115,125
792,8,8048,237
793,8,7977,281
794,7,3022,241
795,8,8250,10
796,8,1535,68
797,7,165,170
798,7,3419,225
799,7,5779,141
800,8,467,198
801,8,1965,68
802,8,5357,170
803,8,2441,182
804,8,6540,0
805,7,2854,44
806,7,2799,123
807,7,1580,287
808,7,3464,253
809,8,2214,119
810,7,6894,89
811,8,7427,136
812,8,7060,147
813,8,3190,148
814,7,4428,171
815,7,8730,191
816,7,6388,192
817,8,525,5
818,8,4616,111
819,7,6031,256
820,8,8291,206
821,7,1525,140
822,8,6019,137
823,8,5885,164
824,7,4567,83
825,8,9957,180
826,7,7396,136
827,7,8309,257
828,8,1601,68
829,8,8135,167
830,7,7808,184
831,8,10036,296
832,8,2401,183
833,7,4907,141
834,7,9583,13
835,7,6968,125
836,8,6176,87
837,8,5467,175
838,8,9519,212
839,8,1744,10
840,7,7006,94
841,8,1512,109
842,7,3691,59
843,7,8553,175
844,7,5962,135
845,7,8366,167
846,7,5310,126
847,7,5005,174
848,7,1077,225
849,8,4379,166
850,7,2893,47
851,7,9273,113
852,7,4455,286
853,7,3550,286
854,7,603,89
855,7,6088,70
856,8,3547,98
857,8,9650,151
858,8,2980,182
859,7,4963,214
860,8,1531,246
861,7,3429,96
862,7,3512,229
863,8,6391,164
864,7,9981,267
865,8,549,69
866,7,1958,152
867,8,6882,152
868,8,3487,66
869,7,5789,180
870,8,6632,264
871,7,2508,170
872,8,5198,289
873,7,6227,145
874,7,8875,259
875,7,6641,221
876,8,3469,105
877,7,5726,82
878,8,9929,297
879,8,4359,194
880,8,5258,165
881,8,2369,25
882,7,5029,296
883,8,4802,182
884,7,7075,150
885,7,7900,146
886,8,6684,274
887,8,4123,76
888,8,226,70
889,8,8166,15
890,8,8767,149
891,8,7586,36
892,7,3803,93
893,8,2442,261
894,7,581,159
895,7,1482,32
896,7,9555,166
897,8,1717,186
898,8,6902,257
899,7,1627,210
900,7,9989,2
901,7,6414,103
902,8,1127,262
903,8,7651,215
904,7,7848,143
905,7,2859,211
906,8,8403,21
907,8,2683,158
908,8,7114,104
909,7,9998,7
910,8,6753,227
911,7,4718,213
912,7,2127,144
913,7,2398,34
914,7,3091,291
915,7,3936,51
916,7,2272,282
917,7,3954,45
918,7,6128,57
919,7,9943,194
920,7,2014,62
921,7,797,188
922,7,8103,279
923,7,3382,15
924,8,8761,113
925,7,6106,147
926,7,7698,32
927,7,6118,60
928,7,7552,293
929,8,143,87
930,7,7447,263
931,7,1552,108
932,8,4852,16
933,8,2089,250
934,8,1594,294
935,7,826,155
936,7,3443,236
937,7,1231,34
938,7,9294,11
939,8,9997,104
940,8,1232,175
941,7,4091,283
942,7,8886,275
943,7,1068,115
944,7,6038,78
945,8,5381,218
946,8,3272,159
947,8,6735,115
948,7,4784,227
949,7,2312,268
950,8,1665,64
951,7,4839,57
952,7,6864,240
953,7,427,248
954,7,4493,256
955,7,6265,47
956,8,3376,194
957,7,6801,121
958,7,9313,41
959,7,9654,261
960,8,3462,109
961,8,7251,8
962,7,2953,239
963,7,8578,82
964,7,7488,173
965,8,8412,214
966,7,4381,237
967,7,8494,23
968,7,4172,118
969,7,7717,198
970,7,1037,2
971,8,6574,8
972,7,4982,64
973,7,10023,157
974,8,181,277
975,8,436,86
976,7,2597,40
977,8,4866,201
978,7,5010,150
979,8,9234,38
980,7,1829,10
981,7,9499,27
982,8,3735,255
983,7,8446,175
984,7,7702,202
985,7,7957,208
986,7,5165,34
987,8,7579,201
988,7,9096,150
989,7,4339,1
990,7,3488,234
991,7,9258,206
992,8,9259,59
993,7,7191,275
994,8,7116,147
995,7,6681,286
996,8,7806,50
997,8,8078,119
998,8,1820,243
999,7,7208,272
1000,7,8658,44
1001,8,4012,165
1002,8,7266,235
1003,8,4810,217
1004,7,9315,141
1005,7,5968,253
1006,7,5172,157
1007,7,115,107
1008,8,1773,167
1009,7,9327,99
1010,7,9033,235
1011,7,4110,284
1012,8,1029,37
1013,8,1004,153
1014,8,4882,278
1015,7,7865,42
1016,7,67,213
1017,8,3617,36
1018,7,9059,19
1019,8,3860,210
1020,7,4960,199
1021,7,5840,284
1022,8,4666,281
1023,7,7249,94
1024,7,3143,228
1025,8,6286,119
1026,7,4629,4
1027,7,7889,250
1028,7,9166,246
1029,8,3937,114
1030,7,2432,210
1031,8,1188,291
1032,7,4725,244
1033,7,3079,117
1034,7,7702,161
1035,7,6531,299
1036,7,5281,212
1037,8,3808,171
1038,8,2757,250
1039,7,6763,26
1040,7,4514,41
1041,8,3583,150
1042,7,3573,42
1043,8,7198,281
1044,8,7133,142
1045,8,4364,287
1046,7,4120,75
1047,8,9069,55
1048,7,5801,188
1049,8,9270,267
1050,7,6749,74
1051,7,1762,278
1052,7,1747,50
1053,7,1855,9
1054,8,101,144
1055,7,2177,111
1056,7,1257,56
1057,7,228,160
1058,7,1379,238
1059,7,3367,13
1060,8,4669,163
1061,7,9361,199
1062,7,9032,256
1063,8,7516,15
1064,8,3197,184
1065,8,9105,160
1066,8,2577,177
1067,8,9566,174
1068,7,5049,7
1069,7,238,298
1070,8,2709,184
1071,8,1900,35
1072,8,7473,82
1073,8,5940,48
1074,8,4812,220
1075,8,300,216
1076,7,7982,186
1077,7,9227,298
1078,7,5524,61
1079,8,6135,249
1080,8,3826,74
1081,8,10009,82
1082,7,7736,23
1083,7,8496,85
1084,8,9930,97
1085,8,5798,29
1086,7,2303,95
1087,8,1480,210
1088,8,3540,283
1089,8,8457,273
1090,7,9665,95
1091,7,3115,145
1092,7,1715,53
1093,8,2630,75
1094,7,4412,134
1095,8,8865,266
1096,7,1512,271
1097,7,2469,154
1098,7,2780,132
1099,8,3203,115
1100,7,9402,282
1101,8,8297,81
1102,8,1079,26
1103,7,8679,289
1104,8,2706,224
1105,7,3699,62
1106,8,6525,276
1107,7,7572,107
1108,8,9542,161
1109,7,5001,181
1110,7,7869,299
1111,7,8319,72
1112,7,3130,264
1113,8,2692,109
1114,7,127,14
1115,7,6895,266
1116,7,8781,85
1117,8,7022,152
1118,8,1774,237
1119,8,1637,241
1120,7,183,61
1121,8,6765,130
1122,8,2246,35
1123,8,8911,292
1124,7,7187,256
1125,8,4444,98
1126,7,1108,111
1127,7,2677,29
1128,8,2057,55
1129,8,3641,31
1130,8,8742,92
1131,7,2925,289
1132,8,4291,52
1133,8,181,169
1134,8,9630,201
1135,8,4517,252
1136,8,5997,88
1137,8,80,297
1138,7,9043,22
1139,7,189,8
1140,8,8775,59
1141,7,548,173
1142,8,3263,86
1143,7,7874,236
1144,8,4181,40
1145,7,3014,117
1146,7,7819,115
1147,7,2338,253
1148,8,2859,88
1149,8,2935,5
1150,7,9933,72
1151,8,7682,169
1152,8,4346,237
1153,7,2456,171
1154,8,3667,89
1155,8,551,298
1156,7,699,40
1157,7,3835,173
1158,7,4387,231
1159,7,638,256
1160,7,7079,39
1161,8,3145,232
1162,7,7725,173
1163,8,4212,283
1164,7,7988,238
1165,7,1790,215
1166,7,5349,271
1167,8,5032,30
1168,7,7348,257
1169,7,8001,117
1170,7,4096,171
1171,7,1109,112
1172,7,1494,279
1173,7,8649,252
1174,7,9414,144
1175,7,250,212
1176,8,3300,229
1177,8,6215,163
1178,7,9205,196
1179,7,871,170
1180,8,5383,253
1181,7,1095,204
1182,8,9149,19
1183,8,1005,40
1184,8,6027,94
1185,8,9564,83
1186,8,4809,235
1187,7,6229,261
1188,8,3561,183
1189,7,7966,135
1190,7,2346,175
1191,8,414,243
1192,7,8723,269
1193,8,4351,46
1194,8,7216,223
1195,8,5973,255
1196,8,5335,131
1197,8,2721,203
1198,8,8026,215
1199,8,8966,62
1200,8,3656,282
1201,8,6395,106
1202,7,1034,148
1203,7,4445,237
1204,7,3504,152
1205,8,1629,56
1206,7,7448,151
1207,7,248,4
1208,7,8263,143
1209,8,6072,0
1210,7,343,108
1211,8,9909,105
1212,7,1488,250
1213,7,5654,47
1214,7,3274,250
1215,8,2051,279
1216,7,1482,231
1217,7,7607,61
1218,8,1302,135
1219,8,9702,113
1220,7,8254,251
1221,8,3294,71
1222,7,2984,235
1223,8,7164,168
1224,7,5775,111
1225,7,4919,62
1226,7,2945,125
1227,8,2623,86
1228,7,5660,16
1229,8,5628,207
1230,8,9396,177
1231,8,4980,217
1232,8,3933,11
1233,7,4277,93
1234,7,9845,125
1235,8,7988,135
1236,7,4972,139
1237,7,5197,6
1238,7,3126,253
1239,8,509,241
1240,7,7050,37
1241,7,6380,40
1242,8,1414,115
1243,7,7569,298
1244,7,1018,219
1245,7,7850,156
1246,8,934,279
1247,8,1643,173
1248,8,7911,117
1249,8,138,33
1250,7,2519,211
1251,7,474,282
1252,8,6347,71
1253,8,5941,111
1254,7,2282,95
1255,8,1541,226
1256,8,4804,86
1257,8,7742,192
1258,7,6935,237
1259,7,7488,230
1260,7,4574,54
1261,8,1537,114
1262,8,6065,0
1263,7,3323,281
1264,7,6827,47
1265,7,2403,119
1266,8,812,64
1267,8,9424,223
1268,8,7031,29
1269,7,846,15
1270,8,8392,205
1271,8,5153,129
1272,7,9562,168
1273,8,5532,81
1274,7,8854,157
1275,8,2465,119
1276,8,4870,249
1277,7,969,101
1278,7,4336,182
1279,7,5435,289
1280,7,2000,45
1281,7,387,242
1282,7,8927,295
1283,8,7264,112
1284,8,6116,135
1285,7,6080,272
1286,8,9146,111
1287,8,6936,21
1288,8,5563,86
1289,8,7138,101
1290,8,9453,124
1291,7,2501,53
1292,8,724,32
1293,8,484,121
1294,8,8745,262
1295,7,4099,74
1296,7,6116,39
1297,7,9822,184
1298,7,8539,69
1299,8,3386,242
1300,7,8542,80
1301,7,5624,231
1302,8,9597,157
1303,7,5220,118
1304,7,6330,192
1305,8,8010,285
1306,7,4622,112
1307,7,4443,259
1308,8,7404,51
1309,7,175,242
1310,7,6332,274
1311,7,5453,142
1312,7,6314,209
1313,7,4305,141
1314,7,7802,112
1315,7,5832,27
1316,7,9647,269
1317,8,4580,196
1318,7,4552,82
1319,8,5387,153
1320,8,2947,209
1321,7,4112,6
1322,7,8737,73
1323,7,1313,294
1324,8,6287,199
1325,7,2752,264
1326,7,6393,147
1327,8,7997,101
1328,8,911,257
1329,8,447,231
1330,8,6091,162
1331,7,6951,195
1332,7,3479,214
1333,8,2925,119
1334,7,1267,110
1335,7,6605,9
1336,7,4702,107
1337,7,9196,287
1338,8,1329,38
1339,7,2671,282
1340,7,3773,213
1341,8,5038,214
1342,8,5878,186
1343,8,5604,5
1344,7,6201,197
1345,8,9692,183
1346,8,6808,261
1347,7,365,122
1348,7,8380,19
1349,7,5192,102
1350,8,7951,217
1351,8,9320,129
1352,8,2855,24
1353,7,7605,121
1354,8,2832,157
1355,8,1164,225
1356,8,4424,19
1357,8,2785,33
1358,7,4030,76
1359,7,3204,169
1360,8,9488,136
1361,8,4336,78
1362,8,1317,58
1363,7,6385,75
1364,7,8284,279
1365,7,4297,291
1366,7,3045,257
1367,7,1549,31
1368,7,9162,227
1369,8,5860,183
1370,8,3149,223
1371,7,185,90
1372,7,93,278
1373,7,5457,60
1374,8,1924,258
1375,7,1933,53
1376,8,2547,4
1377,8,3090,82
1378,8,911,106
1379,8,9161,293
1380,8,4254,245
1381,8,4853,49
1382,7,7053,122
1383,7,3219,249
1384,7,1849,23
1385,7,1073,176
1386,8,7895,199
1387,8,1147,279
1388,7,7307,242
1389,8,9750,99
1390,8,204,234
1391,8,829,73
1392,8,1964,26
1393,7,4247,15
1394,7,6545,90
1395,8,4421,58
1396,8,6067,219
1397,7,2921,51
1398,7,9266,161
1399,8,4218,53
1400,7,7792,238
1401,7,1526,288
1402,7,2798,188
1403,7,7217,221
1404,7,2238,256
1405,7,5576,193
1406,8,6376,293
1407,7,10029,214
1408,8,219,173
1409,7,2074,44
1410,8,3162,261
1411,7,308,190
1412,8,8060,199
1413,8,2039,273
1414,8,783,222
1415,8,3386,160
1416,8,3581,201
1417,7,697,263
1418,8,6939,86
1419,7,4303,133
1420,8,6784,238
1421,7,9901,162
1422,8,2538,36
1423,7,8029,204
1424,7,6549,185
1425,7,3870,220
1426,8,1879,258
1427,8,7807,131
1428,8,8142,136
1429,8,1510,178
1430,8,8407,294
1431,7,6433,90
1432,8,9549,52
1433,8,8042,162
1434,7,8763,203
1435,7,6416,57
1436,7,4948,40
1437,7,304,48
1438,7,6752,157
1439,7,546,148
1440,8,9144,110
1441,8,9011,277
1442,7,2824,2
1443,8,3867,166
1444,8,7027,172
1445,8,9112,147
1446,8,5890,254
1447,7,1376,288
1448,8,9164,284
1449,8,6550,238
1450,7,5112,66
1451,7,4199,190
1452,8,4287,190
1453,8,2591,137
1454,8,2773,42
1455,8,9740,275
1456,8,9309,245
1457,8,8461,247
1458,8,9934,83
1459,7,4072,295
1460,8,5418,88
1461,8,894,142
1462,8,1446,77
1463,7,9292,250
1464,7,5187,52
1465,8,4463,221
1466,8,5639,35
1467,7,3811,186
1468,7,7566,228
1469,7,520,180
1470,7,7615,254
1471,7,3381,183
1472,8,2311,272
1473,8,8846,108
1474,8,2185,138
1475,7,6215,191
1476,7,4313,10
1477,8,8411,284
1478,8,2142,271
1479,8,5883,235
1480,7,8908,285
1481,7,7715,129
1482,8,5256,218
1483,8,2185,93
1484,7,1455,80
1485,8,9365,267
1486,7,3203,250
1487,8,6502,270
1488,8,3260,173
1489,7,1297,298
1490,7,8411,191
1491,7,5673,149
1492,7,9749,53
1493,7,1855,47
1494,8,8689,186
1495,7,9693,12
1496,8,9923,290
1497,8,683,107
1498,7,9341,51
1499,7,9870,109
1500,8,6233,285
1501,8,5159,55
1502,7,6757,115
1503,7,2619,24
1504,7,4344,144
1505,7,667,64
1506,8,1229,115
1507,7,170,128
1508,7,9817,61
1509,7,7477,198
